ticker,20080530Value,20080530PB,20090601Value,20090601PB,20100601Value,20100601PB,20110601Value,20110601PB,20120601Value,20120601PB,20130531Value,20130531PB,20140530Value,20140530PB,20150601Value,20150601PB
600387,3070980000.0,3.1023,3269970000.0,3.6004,3014550000.0,3.0187,5054049000.0,5.3708,3559842000.0,3.7195,5965245000.0,5.5029,5455593000.0,4.5765,10949796000.0,8.1826
600395,9991683000.0,6.7371,28941340200.6,4.9776,22729378884.2,3.9815,33222407679.8,4.831,36653881870.5,4.7959,21283966932.5,2.713,11105397987.3,1.5099,23005221410.0,3.7855
600410,6659580992.4,5.1644,6265203036.84,4.3651,6011644415.04,3.8463,7179141095.46,4.2673,6173875844.52,2.6275,5043611444.68,2.1002,5904751381.52,2.4958,30719414091.5,13.0859
600415,12426881263.3,7.5141,23378604885.9,4.0803,25270121812.1,3.837,33244430579.9,4.5093,24902704855.2,3.1041,17336637150.6,2.0497,14070708645.0,1.5995,84097659019.2,9.4072
600416,3713000000.0,3.2808,5738700000.0,4.7672,6290950000.0,4.72,7727753683.4,3.1362,4630567364.62,2.0033,3638737561.16,1.7626,5537209332.2,2.6187,16830691464.0,4.4681
600418,6727205234.7,1.6288,7539109314.75,1.9197,8763409118.0,1.9142,13067789478.9,2.2952,8351013394.8,1.4337,11268624094.0,1.819,13106039425.2,1.8634,23879962560.0,3.3059
600428,22407840000.0,6.1127,14270256000.0,3.2013,9684030588.75,2.2594,12103596173.9,1.811,7995811438.89,1.2121,5984180231.22,0.8853,5037530251.14,0.7767,19676796096.0,2.8971
600439,7473786000.0,6.7126,4864125825.0,3.847,6983627040.0,5.131,7798121920.0,3.8204,5966506590.0,2.7593,3886483344.0,1.7591,3952515828.0,1.7278,9301147032.0,4.0604
600456,15024878244.0,3.9283,9190475352.0,2.3922,11191210857.0,3.0864,10606049505.0,2.922,9186172695.0,2.5331,7198345161.0,1.983,5890337433.0,1.6266,12099071484.0,3.3626
600458,2145729600.0,5.1695,3016282752.0,6.5581,6981757888.0,12.4351,9105209344.0,5.847,7579052096.0,4.3518,6471941414.4,3.52,5635316223.84,1.8188,21324248504.0,7.4034
600460,3042722400.0,3.4847,2472969600.0,3.485,6061200000.0,7.0684,7071163200.0,4.1834,4683723200.0,2.7122,5651721600.0,3.3207,7096385920.0,3.1361,14691639040.0,6.0628
600467,7216704000.0,6.4681,4479552000.0,3.6444,5867136000.0,4.482,6931584000.0,4.9005,6318800364.8,2.3283,4770146402.56,1.6476,3762060332.8,1.2843,9547598404.0,3.2827
600468,3807936000.0,9.0289,4324320000.0,9.7607,6546355200.0,13.1595,12742963200.0,24.3847,5994362880.0,10.9198,6094725120.0,10.5944,4657720320.0,7.7242,15095393280.0,23.2927
600481,6325400053.12,3.3768,7898311699.2,4.1368,12928928686.0,5.9706,11227839167.2,4.7905,6788645650.94,3.2173,7339536939.9,3.3181,8052433163.6,3.9685,21727225296.0,9.4946
600482,5877750000.0,4.4283,6827410000.0,6.6679,7034860000.0,6.5158,6956490000.0,6.1608,4642270000.0,3.8676,4356450000.0,3.3894,5366938000.0,2.6925,22779790000.0,10.8099
600487,2480171600.0,2.2883,3157941200.0,2.7276,4460322000.0,3.3655,5293028827.8,2.5948,4487477883.35,2.0418,4630364811.8,1.8672,5726387953.2,1.4908,16293727032.0,3.9408
600488,4788289561.86,3.3555,4071674797.5,2.7517,4598278071.31,3.0055,4348548683.73,2.7053,3121617344.75,1.8543,4823491899.2,2.1091,4025982282.4,1.7313,9944849250.0,4.1625
600489,23495371963.0,6.2482,30190367063.5,7.5477,46961994618.0,11.4365,46520836486.7,8.8642,45286480415.5,5.1328,36231146491.1,3.4728,22603997161.0,2.2354,44766510048.0,4.494
600496,2518500000.0,3.2674,2746200000.0,3.2077,3339810000.0,2.4027,6373890000.0,3.8414,4933020060.0,2.4845,4868497800.0,2.2724,3836141640.0,1.6425,15195078712.0,4.4468
600497,19336200000.0,8.067,15849600000.0,6.7363,18381651128.6,4.2528,27078671372.1,6.0053,21105642516.4,5.6644,19727245328.7,5.0959,14307672436.2,1.9456,27181242670.0,3.8131
600509,8327346642.2,4.5001,7284789070.46,3.9693,7009396504.34,3.7183,7311016933.9,3.6356,6065193420.5,2.6197,9455472357.84,2.208,7680307049.28,1.7281,13603562932.0,3.0015
600510,3059828184.0,2.9454,6730122042.0,2.0521,7454047699.0,2.0607,7183569981.0,1.8309,5942554569.0,1.4686,4789046654.0,1.1199,4200359856.0,0.911,14319408600.0,3.0387
600518,7644000000.0,3.22,12368901379.6,4.0886,23755068129.0,5.349,27747776775.5,3.2269,27901686789.3,2.8907,40852115094.1,3.6668,33596357300.2,2.6629,97842795250.0,6.7129
600519,1.58690532e+11,17.4242,1.11141888e+11,8.9188,1.25176194e+11,7.957,1.98094182e+11,9.7666,2.495473266e+11,8.925,2.04625278e+11,5.4216,1.590699396e+11,3.4366,3.1000677708e+11,5.3648
600521,5445918095.8,5.4915,4180190977.93,3.7221,7944457450.8,6.4469,6926489685.1,5.1005,7211951546.15,4.4508,14710964317.1,7.1837,8065054323.17,2.6359,19937960065.3,5.9971
600522,3095278290.0,4.0703,5100767700.0,3.7745,5918815350.0,3.3994,7551702620.0,3.7107,7214123243.52,1.6663,7453654679.34,1.625,8996518927.71,1.7221,27798368850.0,3.458
600546,2880000000.0,4.5735,4905000000.0,7.7729,17902500000.0,6.7031,22042500000.0,6.3131,28170701749.4,2.9187,15225263155.2,1.8271,7612631577.6,0.9439,17287017192.0,2.775
600547,21641373644.7,11.4006,34829697185.8,14.4316,57748278316.6,18.2967,63369414328.2,15.1025,48868306490.7,7.776,45723316469.0,5.5862,22000699427.7,2.5702,42265250280.0,4.6235
600549,7806048000.0,4.3007,12296099400.0,6.2177,14103346400.0,5.9268,27524712800.0,10.3625,33287443800.0,9.3623,22675835000.0,5.9768,16885824800.0,4.0111,35248496660.0,4.7202
600557,5752443615.74,6.7102,4437827749.12,4.5155,7078782879.36,6.3619,6359394372.3,5.076,5257930641.15,3.5414,12972333226.1,7.9087,12926612090.1,6.6249,17625307756.0,6.8298
600563,2819250000.0,3.2134,2358000000.0,2.4249,4754250000.0,4.4368,5028750000.0,4.0398,3710250000.0,2.642,4731750000.0,3.1147,6756750000.0,4.0092,9729000000.0,5.3183
600580,2765166112.0,2.9407,3963593638.0,3.7955,7753863612.8,6.1006,5999266632.4,2.4831,4030090510.16,1.6269,3885667471.4,1.4899,7651532656.04,2.0948,22610335828.0,5.8971
600583,47120832000.0,11.546,37208976000.0,4.4769,22403174400.0,2.4757,25203571200.0,2.8582,23492217600.0,2.4693,31193308800.0,2.9648,32408530684.0,1.913,61368404624.0,2.9436
600584,5432391360.0,3.3711,3681208960.0,2.3176,8003276160.0,4.6959,7396668398.7,3.0389,4547202141.3,1.8843,5297959718.1,2.1856,7174853660.1,2.9473,27843639600.0,7.2964
600585,1.01622959123e+11,8.8623,76504264898.8,2.973,60747671897.3,2.0623,1.29514955031e+11,3.4118,91783920668.3,1.9916,89558213585.1,1.8052,86431625063.5,1.4726,1.40484511926e+11,2.0311
600586,7352442902.0,3.3502,8196262593.0,3.6222,6213581361.0,2.5555,10997528202.0,2.5512,7028174556.0,1.5851,5705056674.0,1.4012,4239668052.0,1.0189,12534052194.0,3.2278
600596,17990119466.0,11.1757,10384540504.8,3.403,7966835745.09,1.987,7504990194.65,1.8612,4462243038.81,1.1389,9474625630.35,2.2787,6099078004.34,1.3753,11050333442.0,2.5772
